Symbol	Entrez GeneID	U2OS	HeLa-Whitfield	Foreskin fibroblasts	HaCaT	Total # of datasets
TRDMT1	1787	No	No	No	Yes	1
FZD2	2535	No	No	No	Yes	1
KLC1	3831	No	No	No	Yes	1
MED7	9443	No	No	No	Yes	1
STEAP4	79689	No	No	No	Yes	1
SPOP	8405	No	No	No	Yes	1
FBXL14	144699	No	No	No	Yes	1
SWAP70	23075	No	No	No	Yes	1
AUH	549	No	No	No	Yes	1
RBM3	5935	No	No	No	Yes	1
IFRD1	3475	No	No	No	Yes	1
ECM2	1842	No	No	No	Yes	1
CEBPG	1054	No	No	No	Yes	1
SYF2	25949	No	No	No	Yes	1
FAM82B	51115	No	No	No	Yes	1
KIAA1109	84162	No	No	No	Yes	1
DHX40	79665	No	No	No	Yes	1
PUM1	9698	No	No	No	Yes	1
ZCCHC8	55596	No	No	No	Yes	1
KDM5A	5927	No	No	No	Yes	1
TFPI	7035	No	No	No	Yes	1
SP2	6668	No	No	No	Yes	1
KIAA1217	56243	No	No	No	Yes	1
FAM49A	81553	No	No	No	Yes	1
RP2	6102	No	No	No	Yes	1
TNFRSF21	27242	No	No	No	Yes	1
RFX5	5993	No	No	No	Yes	1
IGFBP7	3490	No	No	No	Yes	1
TNFRSF19	55504	No	No	No	Yes	1
SERPINB13	5275	No	No	No	Yes	1
GATA6	2627	No	No	No	Yes	1
C14orf135	64430	No	No	No	Yes	1
ZMYND8	23613	No	No	No	Yes	1
GPR110	266977	No	No	No	Yes	1
ABI1	10006	No	No	No	Yes	1
H1FX	8971	No	No	No	Yes	1
NUDT6	11162	No	No	No	Yes	1
SIRT1	23411	No	No	No	Yes	1
CXCL6	6372	No	No	No	Yes	1
FRMD4B	23150	No	No	No	Yes	1
NTN4	59277	No	No	No	Yes	1
HERPUD1	9709	No	No	No	Yes	1
KDM6A	7403	No	No	No	Yes	1
ZMIZ1	57178	No	No	No	Yes	1
ATXN1	6310	No	No	No	Yes	1
TANK	10010	No	No	No	Yes	1
MEX3C	51320	No	No	No	Yes	1
VEZF1	7716	No	No	No	Yes	1
ASF1A	25842	No	No	No	Yes	1
IL20RB	53833	No	No	No	Yes	1
STXBP3	6814	No	No	No	Yes	1
TNFSF15	9966	No	No	No	Yes	1
ADD3	120	No	No	No	Yes	1
TRIM22	10346	No	No	No	Yes	1
ZKSCAN5	23660	No	No	No	Yes	1
ADM	133	No	No	No	Yes	1
OSBPL9	114883	No	No	No	Yes	1
PHACTR4	65979	No	No	No	Yes	1
C1orf9	51430	No	No	No	Yes	1
EIF2AK3	9451	No	No	No	Yes	1
NUAK1	9891	No	No	No	Yes	1
C17orf99	100141515	No	No	No	Yes	1
DLD	1738	No	No	No	Yes	1
EPS8	2059	No	No	No	Yes	1
CTH	1491	No	No	No	Yes	1
DDIT4	54541	No	No	No	Yes	1
PPM1B	5495	No	No	No	Yes	1
EAPP	55837	No	No	No	Yes	1
HBP1	26959	No	No	No	Yes	1
GBAS	2631	No	No	No	Yes	1
CXCL1	2919	No	No	No	Yes	1
TMCC3	57458	No	No	No	Yes	1
CRY1	1407	No	No	No	Yes	1
FGD3	89846	No	No	No	Yes	1
FAM84A	151354	No	No	No	Yes	1
CCL2	6347	No	No	No	Yes	1
STAG2	10735	No	No	No	Yes	1
SMYD3	64754	No	No	No	Yes	1
CLDN1	9076	No	No	No	Yes	1
DYRK1A	1859	No	No	No	Yes	1
CYP24A1	1591	No	No	No	Yes	1
MXD3	83463	No	No	No	Yes	1
GRHL3	57822	No	No	No	Yes	1
APCDD1	147495	No	No	No	Yes	1
CCNG2	901	No	No	No	Yes	1
TRIM6	117854	No	No	No	Yes	1
ST6GALNAC5	81849	No	No	No	Yes	1
CIRBP	1153	No	No	No	Yes	1
RBM23	55147	No	No	No	Yes	1
NUDT7	283927	No	No	No	Yes	1
CDKN2B	1030	No	No	No	Yes	1
PEX11B	8799	No	No	No	Yes	1
C1orf116	79098	No	No	No	Yes	1
GRHL2	79977	No	No	No	Yes	1
FAM76A	199870	No	No	No	Yes	1
ARID5B	84159	No	No	No	Yes	1
FHL2	2274	No	No	No	Yes	1
FAM134B	54463	No	No	No	Yes	1
DDX59	83479	No	No	No	Yes	1
GOLGA8B	440270	No	No	No	Yes	1
STARD13	90627	No	No	No	Yes	1
FILIP1L	11259	No	No	No	Yes	1
HS3ST2	9956	No	No	No	Yes	1
KATNAL1	84056	No	No	No	Yes	1
AIF1	199	No	No	No	Yes	1
STX2	2054	No	No	No	Yes	1
STAMBP	10617	No	No	No	Yes	1
SLC39A9	55334	No	No	No	Yes	1
HAO2	51179	No	No	No	Yes	1
BTG4	54766	No	No	No	Yes	1
C14orf45	80127	No	No	No	Yes	1
HGSNAT	138050	No	No	No	Yes	1
PCYOX1L	78991	No	No	No	Yes	1
C9orf86	55684	No	No	No	Yes	1
CSF2RB	1439	No	No	No	Yes	1
FSHR	2492	No	No	No	Yes	1
AMOT	154796	No	No	No	Yes	1
HTR4	3360	No	No	No	Yes	1
NID1	4811	No	No	No	Yes	1
RGS4	5999	No	No	No	Yes	1
TNS1	7145	No	No	No	Yes	1
HIF3A	64344	No	No	No	Yes	1
TAS2R16	50833	No	No	No	Yes	1
KIR3DS1	3813	No	No	No	Yes	1
NHLH1	4807	No	No	No	Yes	1
RAB36	9609	No	No	No	Yes	1
GAS7	8522	No	No	No	Yes	1
DRD1	1812	No	No	No	Yes	1
CADPS2	93664	No	No	No	Yes	1
KCNG2	26251	No	No	No	Yes	1
PABPC1L	80336	No	No	No	Yes	1
CD177	57126	No	No	No	Yes	1
CBLN1	869	No	No	No	Yes	1
LRTM1	57408	No	No	No	Yes	1
TDRD1	56165	No	No	No	Yes	1
LARGE	9215	No	No	No	Yes	1
RIMKLB	57494	No	No	No	Yes	1
TP53TG5	27296	No	No	No	Yes	1
ART4	420	No	No	No	Yes	1
NTRK3	4916	No	No	No	Yes	1
NPR3	4883	No	No	No	Yes	1
IBSP	3381	No	No	No	Yes	1
NTNG1	22854	No	No	No	Yes	1
HRG	3273	No	No	No	Yes	1
SEC31B	25956	No	No	No	Yes	1
CDK5R1	8851	No	No	No	Yes	1
SMG6	23293	No	No	No	Yes	1
ADORA3	140	No	No	No	Yes	1
ASGR2	433	No	No	No	Yes	1
FOXN3	1112	No	No	No	Yes	1
OR1A1	8383	No	No	No	Yes	1
POLA2	23649	No	No	No	Yes	1
WNT6	7475	No	No	No	Yes	1
DNAH6	1768	No	No	No	Yes	1
SYP	6855	No	No	No	Yes	1
ACO2	50	No	No	No	Yes	1
MAP2K5	5607	No	No	No	Yes	1
CCDC48	79825	No	No	No	Yes	1
SLC22A8	9376	No	No	No	Yes	1
MAOB	4129	No	No	No	Yes	1
CHIT1	1118	No	No	No	Yes	1
SLC12A3	6559	No	No	No	Yes	1
HSPB6	126393	No	No	No	Yes	1
GRTP1	79774	No	No	No	Yes	1
SLC6A4	6532	No	No	No	Yes	1
ITIH2	3698	No	No	No	Yes	1
ABCG1	9619	No	No	No	Yes	1
DRD5	1816	No	No	No	Yes	1
IGF1	3479	No	No	No	Yes	1
THBS4	7060	No	No	No	Yes	1
CYP2A7	1549	No	No	No	Yes	1
SLC5A5	6528	No	No	No	Yes	1
CYP27A1	1593	No	No	No	Yes	1
GUCA2B	2981	No	No	No	Yes	1
POU4F1	5457	No	No	No	Yes	1
WAS	7454	No	No	No	Yes	1
MUC2	4583	No	No	No	Yes	1
PCBP3	54039	No	No	No	Yes	1
GZMK	3003	No	No	No	Yes	1
HABP2	3026	No	No	No	Yes	1
GALC	2581	No	No	No	Yes	1
CACNG3	10368	No	No	No	Yes	1
SLC2A5	6518	No	No	No	Yes	1
P4HTM	54681	No	No	No	Yes	1
STRADA	92335	No	No	No	Yes	1
GNG7	2788	No	No	No	Yes	1
LILRA5	353514	No	No	No	Yes	1
CCR2	729230	No	No	No	Yes	1
RIBC2	26150	No	No	No	Yes	1
KCNJ4	3761	No	No	No	Yes	1
RRH	10692	No	No	No	Yes	1
ACACB	32	No	No	No	Yes	1
IL9R	3581	No	No	No	Yes	1
TBX4	9496	No	No	No	Yes	1
CASR	846	No	No	No	Yes	1
CCL18	6362	No	No	No	Yes	1
OLFM1	10439	No	No	No	Yes	1
KIR2DS3	3808	No	No	No	Yes	1
PROL1	58503	No	No	No	Yes	1
CD3E	916	No	No	No	Yes	1
NR4A3	8013	No	No	No	Yes	1
SPAG11A	653423	No	No	No	Yes	1
CHRM2	1129	No	No	No	Yes	1
SLC6A12	6539	No	No	No	Yes	1
LDB3	11155	No	No	No	Yes	1
CAMKV	79012	No	No	No	Yes	1
GIMAP5	55340	No	No	No	Yes	1
PPM1E	22843	No	No	No	Yes	1
ITGA9	3680	No	No	No	Yes	1
MYO7A	4647	No	No	No	Yes	1
KLRK1	22914	No	No	No	Yes	1
GJB4	127534	No	No	No	Yes	1
NFATC1	4772	No	No	No	Yes	1
GHRH	2691	No	No	No	Yes	1
SSPN	8082	No	No	No	Yes	1
HNF1A	6927	No	No	No	Yes	1
PHF8	23133	No	No	No	Yes	1
KCNMB3	27094	No	No	No	Yes	1
CYBB	1536	No	No	No	Yes	1
GNAO1	2775	No	No	No	Yes	1
HDC	3067	No	No	No	Yes	1
PBX3	5090	No	No	No	Yes	1
RPRM	56475	No	No	No	Yes	1
OR1G1	8390	No	No	No	Yes	1
NPHP4	261734	No	No	No	Yes	1
SOX21	11166	No	No	No	Yes	1
CD38	952	No	No	No	Yes	1
TRPV5	56302	No	No	No	Yes	1
HECW1	23072	No	No	No	Yes	1
S1PR2	9294	No	No	No	Yes	1
UCHL1	7345	No	No	No	Yes	1
CLCNKB	1188	No	No	No	Yes	1
FLRT3	23767	No	No	No	Yes	1
DACT1	51339	No	No	No	Yes	1
SYN2	6854	No	No	No	Yes	1
NEO1	4756	No	No	No	Yes	1
PDX1	3651	No	No	No	Yes	1
GFPT2	9945	No	No	No	Yes	1
BCL2L14	79370	No	No	No	Yes	1
IFNA16	3449	No	No	No	Yes	1
UMOD	7369	No	No	No	Yes	1
FCGBP	8857	No	No	No	Yes	1
ITGA7	3679	No	No	No	Yes	1
CTSO	1519	No	No	No	Yes	1
CLC	1178	No	No	No	Yes	1
CADM3	57863	No	No	No	Yes	1
PSG3	5671	No	No	No	Yes	1
SCNN1B	6338	No	No	No	Yes	1
GPR32	2854	No	No	No	Yes	1
CRHBP	1393	No	No	No	Yes	1
OGDHL	55753	No	No	No	Yes	1
VAC14	55697	No	No	No	Yes	1
BTNL8	79908	No	No	No	Yes	1
WNT5B	81029	No	No	No	Yes	1
CRP	1401	No	No	No	Yes	1
HNF4A	3172	No	No	No	Yes	1
HOXB5	3215	No	No	No	Yes	1
NAT2	10	No	No	No	Yes	1
SST	6750	No	No	No	Yes	1
SCNN1G	6340	No	No	No	Yes	1
TNIK	23043	No	No	No	Yes	1
NLGN3	54413	No	No	No	Yes	1
C9orf7	11094	No	No	No	Yes	1
VGF	7425	No	No	No	Yes	1
CSH1	1442	No	No	No	Yes	1
ADCYAP1R1	117	No	No	No	Yes	1
GPR12	2835	No	No	No	Yes	1
CCL1	6346	No	No	No	Yes	1
NR0B2	8431	No	No	No	Yes	1
HAS1	3036	No	No	No	Yes	1
HIST1H2BL	8340	No	No	No	Yes	1
NEUROD2	4761	No	No	No	Yes	1
MYOZ1	58529	No	No	No	Yes	1
CD5	921	No	No	No	Yes	1
RHAG	6005	No	No	No	Yes	1
HLA-DPB1	3115	No	No	No	Yes	1
OPRK1	4986	No	No	No	Yes	1
IL2RA	3559	No	No	No	Yes	1
AJAP1	55966	No	No	No	Yes	1
SGK2	10110	No	No	No	Yes	1
NR1I2	8856	No	No	No	Yes	1
PKNOX2	63876	No	No	No	Yes	1
DDR2	4921	No	No	No	Yes	1
KLK13	26085	No	No	No	Yes	1
OR10H3	26532	No	No	No	Yes	1
SIRPA	140885	No	No	No	Yes	1
TRIM10	10107	No	No	No	Yes	1
CLDN10	9071	No	No	No	Yes	1
LTA	4049	No	No	No	Yes	1
SYNGR4	23546	No	No	No	Yes	1
IL2RB	3560	No	No	No	Yes	1
GLYAT	10249	No	No	No	Yes	1
ANGPT1	284	No	No	No	Yes	1
CYP11A1	1583	No	No	No	Yes	1
OR7A17	26333	No	No	No	Yes	1
NEUROD6	63974	No	No	No	Yes	1
HOXB6	3216	No	No	No	Yes	1
TEK	7010	No	No	No	Yes	1
CABP5	56344	No	No	No	Yes	1
RDH16	8608	No	No	No	Yes	1
LRRC15	131578	No	No	No	Yes	1
HPSE2	60495	No	No	No	Yes	1
KIR2DS1	3806	No	No	No	Yes	1
GRID2	2895	No	No	No	Yes	1
CPB1	1360	No	No	No	Yes	1
DNALI1	7802	No	No	No	Yes	1
C6orf15	29113	No	No	No	Yes	1
DCT	1638	No	No	No	Yes	1
GDPD5	81544	No	No	No	Yes	1
WNT10B	7480	No	No	No	Yes	1
TMEM2	23670	No	No	No	Yes	1
MTOR	2475	No	No	No	Yes	1
NPHS2	7827	No	No	No	Yes	1
ELMO1	9844	No	No	No	Yes	1
RS1	6247	No	No	No	Yes	1
LPO	4025	No	No	No	Yes	1
PDE8B	8622	No	No	No	Yes	1
ABCA6	23460	No	No	No	Yes	1
AICDA	57379	No	No	No	Yes	1
SIGLEC5	8778	No	No	No	Yes	1
RPS6KA6	27330	No	No	No	Yes	1
FOSB	2354	No	No	No	Yes	1
CDHR5	53841	No	No	No	Yes	1
GDF9	2661	No	No	No	Yes	1
SVEP1	79987	No	No	No	Yes	1
QPRT	23475	No	No	No	Yes	1
FUT5	2527	No	No	No	Yes	1
REST	5978	No	No	No	Yes	1
TERT	7015	No	No	No	Yes	1
NNAT	4826	No	No	No	Yes	1
FETUB	26998	No	No	No	Yes	1
MYOM1	8736	No	No	No	Yes	1
IL17RB	55540	No	No	No	Yes	1
ESR2	2100	No	No	No	Yes	1
SLCO5A1	81796	No	No	No	Yes	1
USP2	9099	No	No	No	Yes	1
TMEM97	27346	No	No	No	Yes	1
DIP2C	22982	No	No	No	Yes	1
HBQ1	3049	No	No	No	Yes	1
CHRNA5	1138	No	No	No	Yes	1
MLLT3	4300	No	No	No	Yes	1
ICAM2	3384	No	No	No	Yes	1
GMPS	8833	No	No	No	Yes	1
UBE2I	7329	No	No	No	Yes	1
PLXNB2	23654	No	No	No	Yes	1
MTHFS	10588	No	No	No	Yes	1
VCAN	1462	No	No	No	Yes	1
FOS	2353	No	No	No	Yes	1
SLC29A1	2030	No	No	No	Yes	1
CD83	9308	No	No	No	Yes	1
GRIN2B	2904	No	No	No	Yes	1
MED12	9968	No	No	No	Yes	1
MYL2	4633	No	No	No	Yes	1
MAG	4099	No	No	No	Yes	1
RAD52	5893	No	No	No	Yes	1
TMEM5	10329	No	No	No	Yes	1
C8G	733	No	No	No	Yes	1
SLC26A10	65012	No	No	No	Yes	1
WNT8B	7479	No	No	No	Yes	1
RLBP1	6017	No	No	No	Yes	1
FGF4	2249	No	No	No	Yes	1
CPA2	1358	No	No	No	Yes	1
NACAD	23148	No	No	No	Yes	1
GRIN1	2902	No	No	No	Yes	1
C16orf59	80178	No	No	No	Yes	1
NOD1	10392	No	No	No	Yes	1
DCHS1	8642	No	No	No	Yes	1
MLC1	23209	No	No	No	Yes	1
SLFN11	91607	No	No	No	Yes	1
SIVA1	10572	No	No	No	Yes	1
BRF1	2972	No	No	No	Yes	1
TEAD4	7004	No	No	No	Yes	1
PAXIP1	22976	No	No	No	Yes	1
UCK2	7371	No	No	No	Yes	1
FHOD1	29109	No	No	No	Yes	1
LPCAT1	79888	No	No	No	Yes	1
PHF10	55274	No	No	No	Yes	1
HOMER1	9456	No	No	No	Yes	1
PUS3	83480	No	No	No	Yes	1
AEN	64782	No	No	No	Yes	1
SLC25A22	79751	No	No	No	Yes	1
ZNF367	195828	No	No	No	Yes	1
KIAA1804	84451	No	No	No	Yes	1
AHSA1	10598	No	No	No	Yes	1
MPZL1	9019	No	No	No	Yes	1
PTRH2	51651	No	No	No	Yes	1
TRMT61A	115708	No	No	No	Yes	1
RNF138	51444	No	No	No	Yes	1
FAM117A	81558	No	No	No	Yes	1
IRF7	3665	No	No	No	Yes	1
PEX5	5830	No	No	No	Yes	1
EPHB4	2050	No	No	No	Yes	1
MPP6	51678	No	No	No	Yes	1
PDCD11	22984	No	No	No	Yes	1
PDCD2	5134	No	No	No	Yes	1
UTP14A	10813	No	No	No	Yes	1
SMAGP	57228	No	No	No	Yes	1
ZNF567	163081	No	No	No	Yes	1
LRFN4	78999	No	No	No	Yes	1
TMEM167A	153339	No	No	No	Yes	1
SLC16A3	9123	No	No	No	Yes	1
GPR172A	79581	No	No	No	Yes	1
IL27RA	9466	No	No	No	Yes	1
GPRC5B	51704	No	No	No	Yes	1
TLE3	7090	No	No	No	Yes	1
HIST1H2AG	8969	No	No	No	Yes	1
SOLH	6650	No	No	No	Yes	1
AKAP8L	26993	No	No	No	Yes	1
CCND2	894	No	No	No	Yes	1
PPRC1	23082	No	No	No	Yes	1
FOXF2	2295	No	No	No	Yes	1
TPD52L2	7165	No	No	No	Yes	1
INF2	64423	No	No	No	Yes	1
ZC3HAV1L	92092	No	No	No	Yes	1
DNAJC2	27000	No	No	No	Yes	1
AASDHPPT	60496	No	No	No	Yes	1
LYSMD2	256586	No	No	No	Yes	1
ECE2	9718	No	No	No	Yes	1
NRARP	441478	No	No	No	Yes	1
TIMM8A	1678	No	No	No	Yes	1
KLHL15	80311	No	No	No	Yes	1
PITX1	5307	No	No	No	Yes	1
PMPCA	23203	No	No	No	Yes	1
USP36	57602	No	No	No	Yes	1
TSSC4	10078	No	No	No	Yes	1
DDX5	1655	No	No	No	Yes	1
CD3EAP	10849	No	No	No	Yes	1
NOC3L	64318	No	No	No	Yes	1
E2F3	1871	No	No	No	Yes	1
MPHOSPH10	10199	No	No	No	Yes	1
MED22	6837	No	No	No	Yes	1
CLIC3	9022	No	No	No	Yes	1
MINA	84864	No	No	No	Yes	1
PLA2G15	23659	No	No	No	Yes	1
RBM4	5936	No	No	No	Yes	1
PLXNA1	5361	No	No	No	Yes	1
RTN4RL1	146760	No	No	No	Yes	1
INPP5F	22876	No	No	No	Yes	1
MAP4K4	9448	No	No	No	Yes	1
TINAGL1	64129	No	No	No	Yes	1
SAR1A	56681	No	No	No	Yes	1
ALG2	85365	No	No	No	Yes	1
SLC33A1	9197	No	No	No	Yes	1
ZNF529	57711	No	No	No	Yes	1
TRIM8	81603	No	No	No	Yes	1
GJA1	2697	No	No	No	Yes	1
LRRC47	57470	No	No	No	Yes	1
SIX1	6495	No	No	No	Yes	1
ASMTL	8623	No	No	No	Yes	1
USP7	7874	No	No	No	Yes	1
SOX15	6665	No	No	No	Yes	1
SMEK2	57223	No	No	No	Yes	1
B3GNT5	84002	No	No	No	Yes	1
MATR3	9782	No	No	No	Yes	1
ZNF503	84858	No	No	No	Yes	1
MREG	55686	No	No	No	Yes	1
GRB7	2886	No	No	No	Yes	1
ATP11B	23200	No	No	No	Yes	1
NUDT19	390916	No	No	No	Yes	1
OGFR	11054	No	No	No	Yes	1
PUS1	80324	No	No	No	Yes	1
MAK16	84549	No	No	No	Yes	1
ZFP64	55734	No	No	No	Yes	1
PLD6	201164	No	No	No	Yes	1
DNAJA2	10294	No	No	No	Yes	1
ZNF432	9668	No	No	No	Yes	1
NEU1	4758	No	No	No	Yes	1
CCDC59	29080	No	No	No	Yes	1
STAT3	6774	No	No	No	Yes	1
ANKRD27	84079	No	No	No	Yes	1
TET3	200424	No	No	No	Yes	1
RAPGEFL1	51195	No	No	No	Yes	1
ZNF594	84622	No	No	No	Yes	1
FASTKD3	79072	No	No	No	Yes	1
GRSF1	2926	No	No	No	Yes	1
HCCS	3052	No	No	No	Yes	1
ZNF622	90441	No	No	No	Yes	1
DDX6	1656	No	No	No	Yes	1
TFE3	7030	No	No	No	Yes	1
ELOVL1	64834	No	No	No	Yes	1
TRIM11	81559	No	No	No	Yes	1
PAK6	56924	No	No	No	Yes	1
GAR1	54433	No	No	No	Yes	1
ZNF551	90233	No	No	No	Yes	1
LTBP3	4054	No	No	No	Yes	1
QTRTD1	79691	No	No	No	Yes	1
WDR74	54663	No	No	No	Yes	1
RNF219	79596	No	No	No	Yes	1
OSBPL2	9885	No	No	No	Yes	1
AVL9	23080	No	No	No	Yes	1
TTC39C	125488	No	No	No	Yes	1
CCDC85C	317762	No	No	No	Yes	1
TMEM150A	129303	No	No	No	Yes	1
FBXW2	26190	No	No	No	Yes	1
MSL2	55167	No	No	No	Yes	1
SH3BP5	9467	No	No	No	Yes	1
C10orf54	64115	No	No	No	Yes	1
LRRC41	10489	No	No	No	Yes	1
TDG	6996	No	No	No	Yes	1
TARS	6897	No	No	No	Yes	1
RNF149	284996	No	No	No	Yes	1
LSR	51599	No	No	No	Yes	1
IFNAR1	3454	No	No	No	Yes	1
METTL13	51603	No	No	No	Yes	1
NUB1	51667	No	No	No	Yes	1
SPAST	6683	No	No	No	Yes	1
CHORDC1	26973	No	No	No	Yes	1
NUFIP1	26747	No	No	No	Yes	1
RC3H1	149041	No	No	No	Yes	1
NPC1	4864	No	No	No	Yes	1
AHCTF1	25909	No	No	No	Yes	1
ATP2B1	490	No	No	No	Yes	1
RSC1A1	6248	No	No	No	Yes	1
CDK8	1024	No	No	No	Yes	1
PRPF39	55015	No	No	No	Yes	1
POLR3E	55718	No	No	No	Yes	1
DDX58	23586	No	No	No	Yes	1
RCHY1	25898	No	No	No	Yes	1
NFIL3	4783	No	No	No	Yes	1
C10orf2	56652	No	No	No	Yes	1
CD70	970	No	No	No	Yes	1
KYNU	8942	No	No	No	Yes	1
SLC2A6	11182	No	No	No	Yes	1
TNFRSF10B	8795	No	No	No	Yes	1
RPL37	6167	No	No	No	Yes	1
SPTLC2	9517	No	No	No	Yes	1
ERF	2077	No	No	No	Yes	1
VPS37B	79720	No	No	No	Yes	1
MORC2	22880	No	No	No	Yes	1
ZNF468	90333	No	No	No	Yes	1
POU2F1	5451	No	No	No	Yes	1
FJX1	24147	No	No	No	Yes	1
ZDHHC11	79844	No	No	No	Yes	1
IFIT2	3433	No	No	No	Yes	1
HBXIP	10542	No	No	No	Yes	1
THBD	7056	No	No	No	Yes	1
IFIH1	64135	No	No	No	Yes	1
UBP1	7342	No	No	No	Yes	1
PDP2	57546	No	No	No	Yes	1
MAP1LC3B	81631	No	No	No	Yes	1
ZNF296	162979	No	No	No	Yes	1
NT5C2	22978	No	No	No	Yes	1
SACM1L	22908	No	No	No	Yes	1
RABGGTB	5876	No	No	No	Yes	1
TFPT	29844	No	No	No	Yes	1
POLR1C	9533	No	No	No	Yes	1
THAP11	57215	No	No	No	Yes	1
THUMPD1	55623	No	No	No	Yes	1
INO80B	83444	No	No	No	Yes	1
WDR43	23160	No	No	No	Yes	1
GLTP	51228	No	No	No	Yes	1
LFNG	3955	No	No	No	Yes	1
CBR3	874	No	No	No	Yes	1
KIDINS220	57498	No	No	No	Yes	1
GRB10	2887	No	No	No	Yes	1
MAP2K3	5606	No	No	No	Yes	1
NOTCH1	4851	No	No	No	Yes	1
CCDC41	51134	No	No	No	Yes	1
TBL1XR1	79718	No	No	No	Yes	1
ARHGAP12	94134	No	No	No	Yes	1
ZNF238	10472	No	No	No	Yes	1
BMI1	648	No	No	No	Yes	1
CCNJ	54619	No	No	No	Yes	1
AP4S1	11154	No	No	No	Yes	1
ZC3H8	84524	No	No	No	Yes	1
C10orf137	26098	No	No	No	Yes	1
TFB2M	64216	No	No	No	Yes	1
FBXO30	84085	No	No	No	Yes	1
MCFD2	90411	No	No	No	Yes	1
CD164	8763	No	No	No	Yes	1
SRP72	6731	No	No	No	Yes	1
UBE2Q1	55585	No	No	No	Yes	1
ZBTB6	10773	No	No	No	Yes	1
ZNF330	27309	No	No	No	Yes	1
NOV	4856	No	No	No	Yes	1
B3GNT2	10678	No	No	No	Yes	1
ZBTB2	57621	No	No	No	Yes	1
SEC23A	10484	No	No	No	Yes	1
MSL1	339287	No	No	No	Yes	1
EMP1	2012	No	No	No	Yes	1
GNL2	29889	No	No	No	Yes	1
ZNF410	57862	No	No	No	Yes	1
PLEKHB2	55041	No	No	No	Yes	1
SLC6A9	6536	No	No	No	Yes	1
REV1	51455	No	No	No	Yes	1
PATZ1	23598	No	No	No	Yes	1
SEC24A	10802	No	No	No	Yes	1
SOX7	83595	No	No	No	Yes	1
MKRN1	23608	No	No	No	Yes	1
SDF4	51150	No	No	No	Yes	1
RAB5B	5869	No	No	No	Yes	1
LYRM2	57226	No	No	No	Yes	1
BRD1	23774	No	No	No	Yes	1
CAPZA1	829	No	No	No	Yes	1
PTK6	5753	No	No	No	Yes	1
SMNDC1	10285	No	No	No	Yes	1
UBE2F	140739	No	No	No	Yes	1
GFPT1	2673	No	No	No	Yes	1
ZNF189	7743	No	No	No	Yes	1
SEC24B	10427	No	No	No	Yes	1
FUBP1	8880	No	No	No	Yes	1
C1D	10438	No	No	No	Yes	1
GTF2H1	2965	No	No	No	Yes	1
BRAP	8315	No	No	No	Yes	1
EP300	2033	No	No	No	Yes	1
EIF4A2	1974	No	No	No	Yes	1
RAB7L1	8934	No	No	No	Yes	1
CCDC91	55297	No	No	No	Yes	1
UPF3A	65110	No	No	No	Yes	1
SS18L1	26039	No	No	No	Yes	1
CNOT6	57472	No	No	No	Yes	1
MED16	10025	No	No	No	Yes	1
RRN3	54700	No	No	No	Yes	1
MDFIC	29969	No	No	No	Yes	1
LARP4	113251	No	No	No	Yes	1
PSTPIP2	9050	No	No	No	Yes	1
DSC3	1825	No	No	No	Yes	1
SLC19A2	10560	No	No	No	Yes	1
MARS	4141	No	No	No	Yes	1
ARFGEF2	10564	No	No	No	Yes	1
C6orf120	387263	No	No	No	Yes	1
MTF2	22823	No	No	No	Yes	1
RDH11	51109	No	No	No	Yes	1
KAL1	3730	No	No	No	Yes	1
ZNF277	11179	No	No	No	Yes	1
DTX4	23220	No	No	No	Yes	1
MED17	9440	No	No	No	Yes	1
SLC38A1	81539	No	No	No	Yes	1
TPRA1	131601	No	No	No	Yes	1
USP8	9101	No	No	No	Yes	1
CYB5B	80777	No	No	No	Yes	1
EBAG9	9166	No	No	No	Yes	1
PSPH	5723	No	No	No	Yes	1
ZFC3H1	196441	No	No	No	Yes	1
XBP1	7494	No	No	No	Yes	1
TSPAN31	6302	No	No	No	Yes	1
YTHDF3	253943	No	No	No	Yes	1
EFNA4	1945	No	No	No	Yes	1
SERPINB1	1992	No	No	No	Yes	1
PIKFYVE	200576	No	No	No	Yes	1
VGLL1	51442	No	No	No	Yes	1
FAM160B1	57700	No	No	No	Yes	1
SPINK5	11005	No	No	No	Yes	1
RALGPS2	55103	No	No	No	Yes	1
SLCO3A1	28232	No	No	No	Yes	1
KDM4B	23030	No	No	No	Yes	1
C11orf95	65998	No	No	No	Yes	1
ACOX1	51	No	No	No	Yes	1
EIF3A	8661	No	No	No	Yes	1
PKP2	5318	No	No	No	Yes	1
EXOSC10	5394	No	No	No	Yes	1
DAXX	1616	No	No	No	Yes	1
ENTPD4	9583	No	No	No	Yes	1
ACTR6	64431	No	No	No	Yes	1
MARK3	4140	No	No	No	Yes	1
NMU	10874	No	No	No	Yes	1
NXT2	55916	No	No	No	Yes	1
HIC2	23119	No	No	No	Yes	1
DCAF6	55827	No	No	No	Yes	1
RWDD3	25950	No	No	No	Yes	1
MYC	4609	No	No	No	Yes	1
ATP2C1	27032	No	No	No	Yes	1
HOXA1	3198	No	No	No	Yes	1
MICALL1	85377	No	No	No	Yes	1
NUP88	4927	No	No	No	Yes	1
LIPT1	51601	No	No	No	Yes	1
PIGA	5277	No	No	No	Yes	1
MED24	9862	No	No	No	Yes	1
UTP14C	9724	No	No	No	Yes	1
ESRP1	54845	No	No	No	Yes	1
IL10RB	3588	No	No	No	Yes	1
